sentence university,hypothesis university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,conflict,features,prediction
University of Illinois - Urbana Champaign,Univeristy of California - Davis,Net2Phone is allowed by the University firewall,The UC Davis network is continually scanned for prohibited activities and network threats.,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Net2Phone'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,POP3 and secure POP are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,SMTP is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.7025733718511806, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,SSH is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,Telnet is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0.6885291580539622, 2, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,PC-Telephone is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,PC-Telephone is allowed by the University firewall,Students data limit is 100 GB per week,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Columbia University,PC-Telephone is allowed by the University firewall,Students 10 GB a day download quotas are on 10 AM to Midnight,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('23:59')",path,0,"[2, 1, 840.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Rutgers University,PC-Telephone is allowed by the University firewall,The system passively monitors the network throughput when traffic is light,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,PC-Telephone is allowed by the University firewall,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.9147835569875316, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,PC-Telephone is allowed by the University firewall,Guests cannot run any file sharing/downloading program,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('guests') block service('file transfer'),negation,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.38672289046782543, 2, 0.5338639909619458, 2, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,PC-Telephone is allowed by the University firewall,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')",path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,PC-Telephone is allowed by the University firewall,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0.6215097304941508, 2]",0
University of Illinois - Urbana Champaign,Columbia University,PC-Telephone is allowed by the University firewall,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Massachusetts Institute of Technology,PC-Telephone is allowed by the University firewall,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('dorms') block protocol('nat'),negation,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.5473502110802286, 2, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,PC-Telephone is allowed by the University firewall,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,PC-Telephone is allowed by the University firewall,The individual will have a 4 Mbps bandwidth rate limit,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,PC-Telephone is allowed by the University firewall,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.6243029955516158, 3, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,PC-Telephone is allowed by the University firewall,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",negation,1,"[2, 1, 1440.0, 1, 1, 0, 1, 0.9147835569875316, 3, 0.9908983813170362, 3, 0, 0, 0, 1, 0, 4, 0, 1]",1
University of Illinois - Urbana Champaign,Cornell University,PC-Telephone is allowed by the University firewall,Students have 200 GB of Free monthly usage,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Texas - Austin,PC-Telephone is allowed by the University firewall,Faculty members have 500 Gb per week of free network use,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('professors') set quota('download', '500', 'gb/wk')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,North Dakota State University,PC-Telephone is allowed by the University firewall,Students have a quota of 5 GB per day The quota is reset at 6am,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('students') set quota('download', '5','gb/d') start hour('06:00') end('05:59')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Rutgers University,PC-Telephone is allowed by the University firewall,Internet is limited to 3 Mbps per host,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,PC-Telephone is allowed by the University firewall,P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.6822049061798464, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,PC-Telephone is allowed by the University firewall,Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Missouri State University,PC-Telephone is allowed by the University firewall,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for group('dorms') set quota('any', '200', 'gb/wk') ",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,University of Washington,PC-Telephone is allowed by the University firewall,These network security changes include blocking traffic from the Internet into the UW network over FTP,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: from endpoint('internet') to endpoint('network') block protocol('ftp') ,negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 1.488285696083598, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,University of Michigan - Ann Harbor,PC-Telephone is allowed by the University firewall,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls, and Custom Unit Firewalls",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('network') add middlebox('network border system'), middlebox('ips'), middlebox('firewall'), middlebox('unit firewall') ",synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 2.3646304569901515, 5]",0
University of Illinois - Urbana Champaign,University of California - San Diego,PC-Telephone is allowed by the University firewall,ACT/IT Infrastructure monitors traffic on the network for the purpose of maintaining proper network function,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,Brown University,PC-Telephone is allowed by the University firewall,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') block service('NETBIOS'),negation,0,"[2, 1, 1440.0, 1, 0, 0, 0, 0.773564834169732, 2, 0.3601170415646643, 2, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Brown University,PC-Telephone is allowed by the University firewall,All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,New York University,PC-Telephone is allowed by the University firewall,"You may not run any services (e.g., FTP services, listservers, P2P file sharing servers, publishing files via generic file services, etc.) via NYU's ResNet or NYURoam wireless networks",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), service('listserver'), traffic('peer2peer')",negation,0,"[2, 1, 1440.0, 1, 1, 0, 0, 0.9147835569875316, 3, 0.3504263132243101, 2, 0, 0, 0, 1, 0, 1, 0, 1]",0
University of Illinois - Urbana Champaign,Penn State University - University Park,PC-Telephone is allowed by the University firewall,Housing does not normally limit the amount of bandwidth,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('dorms') unset bandwidth(),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.5473502110802286, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Urbana Champaign,Univeristy of Virginia,PC-Telephone is allowed by the University firewall,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') add middlebox('firewall'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1.0, 2]",0
University of Illinois - Urbana Champaign,Univeristy of Virginia,PC-Telephone is allowed by the University firewall,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),negation,1,"[2, 1, 1440.0, 1, 0, 0, 1, 0.773564834169732, 2, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1]",1
University of Illinois - Urbana Champaign,Univeristy of California - Davis,PC-Telephone is allowed by the University firewall,The UC Davis network is continually scanned for prohibited activities and network threats.,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('PC Telephone'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,SMTP is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SMTP'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.1164477256896306, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,Sony Playstation 2 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sony Playstation 2'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,SSH is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.0908288553005532, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,Telnet is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.0234546813159964, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Urbana Champaign,POP3 and secure POP are allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 1.4659755054703698, 4, 1.0, 2]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,POP3 and secure POP are allowed by the University firewall,Students data limit is 100 GB per week,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Columbia University,POP3 and secure POP are allowed by the University firewall,Students 10 GB a day download quotas are on 10 AM to Midnight,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('23:59')",path,0,"[2, 1, 840.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rutgers University,POP3 and secure POP are allowed by the University firewall,The system passively monitors the network throughput when traffic is light,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0.5355094812048101, 2]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,POP3 and secure POP are allowed by the University firewall,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0.9147835569875316, 3, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,University of Illinois - Chicago,POP3 and secure POP are allowed by the University firewall,Guests cannot run any file sharing/downloading program,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('guests') block service('file transfer'),negation,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.38672289046782543, 2, 0, 1, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,POP3 and secure POP are allowed by the University firewall,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')",path,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Carnegie Mellon University,POP3 and secure POP are allowed by the University firewall,The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",synonym,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0.773564834169732, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0.6215097304941508, 2]",0
University of Illinois - Urbana Champaign,Columbia University,POP3 and secure POP are allowed by the University firewall,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Massachusetts Institute of Technology,POP3 and secure POP are allowed by the University firewall,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: for endpoint('dorms') block protocol('nat'),negation,0,"[2, 1, 1440.0, 1, 0, 1, 0, 0.5473502110802286, 2, 0, 0, 0, 0, 0, 0, 0.8706365609860957, 3, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,POP3 and secure POP are allowed by the University firewall,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,POP3 and secure POP are allowed by the University firewall,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.6746551420465183, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1]",0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,POP3 and secure POP are allowed by the University firewall,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[2, 1, 1440.0, 1, 0, 1, 1, 0.6243029955516158, 3, 0, 0, 0, 1, 0, 1, 0, 2, 0, 1]",1
University of Illinois - Urbana Champaign,University of Illinois - Chicago,POP3 and secure POP are allowed by the University firewall,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",negation,1,"[2, 1, 1440.0, 1, 1, 0, 1, 0.9147835569875316, 3, 0, 2, 0, 0, 0, 1, 3.3737499335672347, 6, 0, 1]",1
University of Illinois - Urbana Champaign,Cornell University,POP3 and secure POP are allowed by the University firewall,Students have 200 GB of Free monthly usage,"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('POP3'), protocol('secure POP')","define intent uniIntent: for group('students') set quota('download', '200', 'gb/mth')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1]",0
